id,analysis_id,frame_number,timestamp_ms,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,created_at
detection_19_2_80,analysis_001,2,80,19,person,0.5321,925,179,980,314,952,246,2025-08-24T00:10:54.322208
detection_20_2_80,analysis_001,2,80,20,person,0.5841,799,73,841,199,820,136,2025-08-24T00:10:54.323165
detection_21_2_80,analysis_001,2,80,21,person,0.5344,1410,705,1521,888,1465,796,2025-08-24T00:10:54.324117
detection_1_3_120,analysis_001,3,120,1,person,0.7496,1467,479,1548,646,1507,562,2025-08-24T00:10:54.390856
detection_2_3_120,analysis_001,3,120,2,person,0.7635,1452,323,1520,485,1486,404,2025-08-24T00:10:54.393171
detection_3_3_120,analysis_001,3,120,3,person,0.7423,671,633,745,815,708,724,2025-08-24T00:10:54.394488
detection_4_3_120,analysis_001,3,120,4,person,0.7294,255,441,325,610,290,525,2025-08-24T00:10:54.395746
detection_5_3_120,analysis_001,3,120,5,person,0.7600,1136,937,1243,1079,1189,1008,2025-08-24T00:10:54.396856
detection_6_3_120,analysis_001,3,120,6,person,0.7034,755,441,823,590,789,515,2025-08-24T00:10:54.397771
detection_7_3_120,analysis_001,3,120,7,person,0.6863,1794,149,1851,276,1822,212,2025-08-24T00:10:54.398668
detection_8_3_120,analysis_001,3,120,8,person,0.7138,1200,118,1255,257,1227,187,2025-08-24T00:10:54.399724
detection_9_3_120,analysis_001,3,120,9,person,0.7441,206,38,266,153,236,95,2025-08-24T00:10:54.400612
detection_11_3_120,analysis_001,3,120,11,person,0.6257,1091,47,1135,152,1113,99,2025-08-24T00:10:54.401495
detection_22_3_120,analysis_001,3,120,22,person,0.6030,37,798,139,990,88,894,2025-08-24T00:10:54.402360
detection_12_3_120,analysis_001,3,120,12,person,0.5264,1675,11,1728,140,1701,75,2025-08-24T00:10:54.403438
detection_14_3_120,analysis_001,3,120,14,person,0.5315,892,84,936,204,914,144,2025-08-24T00:10:54.404216
detection_15_3_120,analysis_001,3,120,15,person,0.5728,1616,16,1655,127,1635,71,2025-08-24T00:10:54.404962
detection_17_3_120,analysis_001,3,120,17,person,0.5652,1165,148,1211,278,1188,213,2025-08-24T00:10:54.405812
detection_18_3_120,analysis_001,3,120,18,person,0.5111,853,69,893,194,873,131,2025-08-24T00:10:54.406694
detection_19_3_120,analysis_001,3,120,19,person,0.5372,925,180,980,316,952,248,2025-08-24T00:10:54.407725
detection_20_3_120,analysis_001,3,120,20,person,0.5884,799,73,841,198,820,135,2025-08-24T00:10:54.408840
detection_1_4_160,analysis_001,4,160,1,person,0.8030,1470,480,1549,648,1509,564,2025-08-24T00:10:54.472814
detection_2_4_160,analysis_001,4,160,2,person,0.8012,1453,324,1523,486,1488,405,2025-08-24T00:10:54.475454
detection_3_4_160,analysis_001,4,160,3,person,0.7761,672,629,746,810,709,719,2025-08-24T00:10:54.476955
detection_4_4_160,analysis_001,4,160,4,person,0.6890,253,442,325,609,289,525,2025-08-24T00:10:54.477960
detection_5_4_160,analysis_001,4,160,5,person,0.7853,1136,932,1244,1080,1190,1006,2025-08-24T00:10:54.479077
detection_6_4_160,analysis_001,4,160,6,person,0.7030,755,439,823,589,789,514,2025-08-24T00:10:54.479952
detection_7_4_160,analysis_001,4,160,7,person,0.6593,1795,151,1853,278,1824,214,2025-08-24T00:10:54.480890
detection_8_4_160,analysis_001,4,160,8,person,0.7026,1201,117,1255,255,1228,186,2025-08-24T00:10:54.481747
detection_9_4_160,analysis_001,4,160,9,person,0.7155,210,35,266,152,238,93,2025-08-24T00:10:54.482658
detection_11_4_160,analysis_001,4,160,11,person,0.6155,1090,48,1135,154,1112,101,2025-08-24T00:10:54.483686
detection_14_4_160,analysis_001,4,160,14,person,0.5145,893,83,937,204,915,143,2025-08-24T00:10:54.484594
detection_15_4_160,analysis_001,4,160,15,person,0.5406,1618,17,1656,127,1637,72,2025-08-24T00:10:54.485436
detection_17_4_160,analysis_001,4,160,17,person,0.5432,1167,145,1213,276,1190,210,2025-08-24T00:10:54.486285
detection_18_4_160,analysis_001,4,160,18,person,0.5254,852,69,893,194,872,131,2025-08-24T00:10:54.487195
detection_19_4_160,analysis_001,4,160,19,person,0.5913,926,181,979,318,952,249,2025-08-24T00:10:54.488572
detection_20_4_160,analysis_001,4,160,20,person,0.5900,799,73,842,199,820,136,2025-08-24T00:10:54.489633
detection_23_4_160,analysis_001,4,160,23,person,0.5575,1689,166,1757,298,1723,232,2025-08-24T00:10:54.490702
detection_10_4_160,analysis_001,4,160,10,person,0.5988,710,226,765,369,737,297,2025-08-24T00:10:54.491805
detection_21_4_160,analysis_001,4,160,21,person,0.6707,1405,705,1516,888,1460,796,2025-08-24T00:10:54.493100
detection_1_5_200,analysis_001,5,200,1,person,0.7109,1470,483,1549,648,1509,565,2025-08-24T00:10:54.558633
detection_2_5_200,analysis_001,5,200,2,person,0.8005,1454,326,1525,486,1489,406,2025-08-24T00:10:54.561074
detection_3_5_200,analysis_001,5,200,3,person,0.8120,672,625,746,803,709,714,2025-08-24T00:10:54.563095
detection_4_5_200,analysis_001,5,200,4,person,0.7107,252,442,325,607,288,524,2025-08-24T00:10:54.564758
detection_5_5_200,analysis_001,5,200,5,person,0.7556,1138,925,1243,1079,1190,1002,2025-08-24T00:10:54.565867
detection_6_5_200,analysis_001,5,200,6,person,0.7551,755,434,823,588,789,511,2025-08-24T00:10:54.566823
detection_7_5_200,analysis_001,5,200,7,person,0.6224,1794,154,1854,281,1824,217,2025-08-24T00:10:54.567720
detection_8_5_200,analysis_001,5,200,8,person,0.7326,1201,117,1255,252,1228,184,2025-08-24T00:10:54.568525
detection_9_5_200,analysis_001,5,200,9,person,0.6782,214,33,267,151,240,92,2025-08-24T00:10:54.569366
detection_11_5_200,analysis_001,5,200,11,person,0.6010,1090,49,1135,155,1112,102,2025-08-24T00:10:54.570482
detection_15_5_200,analysis_001,5,200,15,person,0.5269,1619,16,1656,127,1637,71,2025-08-24T00:10:54.571476
detection_17_5_200,analysis_001,5,200,17,person,0.6401,1166,144,1213,273,1189,208,2025-08-24T00:10:54.572255
detection_18_5_200,analysis_001,5,200,18,person,0.5224,853,68,892,192,872,130,2025-08-24T00:10:54.573032
detection_19_5_200,analysis_001,5,200,19,person,0.6076,926,180,980,319,953,249,2025-08-24T00:10:54.573820
detection_20_5_200,analysis_001,5,200,20,person,0.6066,799,73,841,198,820,135,2025-08-24T00:10:54.575088
detection_23_5_200,analysis_001,5,200,23,person,0.5160,1691,165,1759,301,1725,233,2025-08-24T00:10:54.576644
detection_24_5_200,analysis_001,5,200,24,person,0.5167,357,3,414,132,385,67,2025-08-24T00:10:54.577550
detection_10_5_200,analysis_001,5,200,10,person,0.5876,711,223,766,368,738,295,2025-08-24T00:10:54.578493
detection_21_5_200,analysis_001,5,200,21,person,0.7567,1397,703,1513,886,1455,794,2025-08-24T00:10:54.579392
detection_12_5_200,analysis_001,5,200,12,person,0.5204,1675,11,1730,139,1702,75,2025-08-24T00:10:54.580138
detection_1_6_240,analysis_001,6,240,1,person,0.5243,1470,488,1548,649,1509,568,2025-08-24T00:10:54.646682
detection_2_6_240,analysis_001,6,240,2,person,0.8357,1455,328,1527,485,1491,406,2025-08-24T00:10:54.648993
detection_3_6_240,analysis_001,6,240,3,person,0.8040,673,619,746,797,709,708,2025-08-24T00:10:54.650083
detection_4_6_240,analysis_001,6,240,4,person,0.6839,250,445,326,608,288,526,2025-08-24T00:10:54.650967
detection_5_6_240,analysis_001,6,240,5,person,0.8505,1139,918,1242,1079,1190,998,2025-08-24T00:10:54.651877
detection_6_6_240,analysis_001,6,240,6,person,0.7477,755,430,822,585,788,507,2025-08-24T00:10:54.652896
detection_7_6_240,analysis_001,6,240,7,person,0.6222,1793,155,1856,287,1824,221,2025-08-24T00:10:54.653780
detection_8_6_240,analysis_001,6,240,8,person,0.7375,1202,117,1255,249,1228,183,2025-08-24T00:10:54.654657
detection_9_6_240,analysis_001,6,240,9,person,0.5683,215,32,268,147,241,89,2025-08-24T00:10:54.655887
detection_11_6_240,analysis_001,6,240,11,person,0.5585,1090,50,1135,156,1112,103,2025-08-24T00:10:54.656749
detection_15_6_240,analysis_001,6,240,15,person,0.5626,1619,17,1658,127,1638,72,2025-08-24T00:10:54.658032
detection_17_6_240,analysis_001,6,240,17,person,0.5057,1168,143,1212,271,1190,207,2025-08-24T00:10:54.659219
detection_19_6_240,analysis_001,6,240,19,person,0.6132,925,181,982,319,953,250,2025-08-24T00:10:54.660359
detection_20_6_240,analysis_001,6,240,20,person,0.5846,799,71,841,197,820,134,2025-08-24T00:10:54.661222
detection_10_6_240,analysis_001,6,240,10,person,0.5196,711,222,766,369,738,295,2025-08-24T00:10:54.662237
detection_21_6_240,analysis_001,6,240,21,person,0.7145,1396,703,1510,886,1453,794,2025-08-24T00:10:54.663151
detection_12_6_240,analysis_001,6,240,12,person,0.5541,1675,10,1734,141,1704,75,2025-08-24T00:10:54.663979
detection_2_7_280,analysis_001,7,280,2,person,0.8535,1456,330,1527,487,1491,408,2025-08-24T00:10:54.733932
detection_3_7_280,analysis_001,7,280,3,person,0.8063,674,614,746,793,710,703,2025-08-24T00:10:54.739526
detection_4_7_280,analysis_001,7,280,4,person,0.7080,249,449,325,615,287,532,2025-08-24T00:10:54.741149
detection_5_7_280,analysis_001,7,280,5,person,0.8300,1139,912,1243,1080,1191,996,2025-08-24T00:10:54.742654
detection_6_7_280,analysis_001,7,280,6,person,0.7341,755,426,820,581,787,503,2025-08-24T00:10:54.744003
detection_7_7_280,analysis_001,7,280,7,person,0.6159,1792,155,1858,289,1825,222,2025-08-24T00:10:54.745937
detection_8_7_280,analysis_001,7,280,8,person,0.7642,1203,116,1254,249,1228,182,2025-08-24T00:10:54.748156
detection_9_7_280,analysis_001,7,280,9,person,0.5026,216,31,270,147,243,89,2025-08-24T00:10:54.749461
detection_11_7_280,analysis_001,7,280,11,person,0.5812,1091,51,1136,158,1113,104,2025-08-24T00:10:54.751808
detection_15_7_280,analysis_001,7,280,15,person,0.5644,1620,17,1659,127,1639,72,2025-08-24T00:10:54.753209
detection_17_7_280,analysis_001,7,280,17,person,0.5258,1169,142,1212,268,1190,205,2025-08-24T00:10:54.754605
detection_19_7_280,analysis_001,7,280,19,person,0.5818,926,184,981,322,953,253,2025-08-24T00:10:54.755693
detection_20_7_280,analysis_001,7,280,20,person,0.5668,799,71,840,195,819,133,2025-08-24T00:10:54.756860
detection_10_7_280,analysis_001,7,280,10,person,0.5515,710,221,767,369,738,295,2025-08-24T00:10:54.758855
detection_21_7_280,analysis_001,7,280,21,person,0.6508,1398,706,1507,888,1452,797,2025-08-24T00:10:54.760586
detection_12_7_280,analysis_001,7,280,12,person,0.6082,1676,11,1735,143,1705,77,2025-08-24T00:10:54.761690
detection_23_7_280,analysis_001,7,280,23,person,0.5662,1693,163,1765,307,1729,235,2025-08-24T00:10:54.762874
detection_2_8_320,analysis_001,8,320,2,person,0.8159,1457,335,1529,490,1493,412,2025-08-24T00:10:54.826859
detection_3_8_320,analysis_001,8,320,3,person,0.8336,674,608,747,791,710,699,2025-08-24T00:10:54.831524
detection_4_8_320,analysis_001,8,320,4,person,0.7562,246,455,325,626,285,540,2025-08-24T00:10:54.837892
detection_5_8_320,analysis_001,8,320,5,person,0.7243,1138,903,1241,1080,1189,991,2025-08-24T00:10:54.842985
detection_6_8_320,analysis_001,8,320,6,person,0.6364,756,423,816,577,786,500,2025-08-24T00:10:54.845710
detection_7_8_320,analysis_001,8,320,7,person,0.6727,1792,156,1861,289,1826,222,2025-08-24T00:10:54.847878
detection_8_8_320,analysis_001,8,320,8,person,0.6193,1202,114,1254,252,1228,183,2025-08-24T00:10:54.849849
detection_9_8_320,analysis_001,8,320,9,person,0.5480,221,29,277,145,249,87,2025-08-24T00:10:54.853373
detection_11_8_320,analysis_001,8,320,11,person,0.6019,1091,52,1137,158,1114,105,2025-08-24T00:10:54.860698
detection_15_8_320,analysis_001,8,320,15,person,0.6119,1621,16,1660,127,1640,71,2025-08-24T00:10:54.863548
detection_19_8_320,analysis_001,8,320,19,person,0.6391,925,187,981,323,953,255,2025-08-24T00:10:54.871433
detection_20_8_320,analysis_001,8,320,20,person,0.5081,799,72,840,192,819,132,2025-08-24T00:10:54.873382
detection_10_8_320,analysis_001,8,320,10,person,0.6250,710,218,768,369,739,293,2025-08-24T00:10:54.874597
detection_21_8_320,analysis_001,8,320,21,person,0.6715,1394,707,1503,888,1448,797,2025-08-24T00:10:54.875978
detection_12_8_320,analysis_001,8,320,12,person,0.5833,1678,12,1735,143,1706,77,2025-08-24T00:10:54.877249
detection_25_8_320,analysis_001,8,320,25,person,0.5100,723,0,768,92,745,46,2025-08-24T00:10:54.878249
detection_16_8_320,analysis_001,8,320,16,person,0.5131,92,127,144,249,118,188,2025-08-24T00:10:54.879244
detection_1_8_320,analysis_001,8,320,1,person,0.5486,1472,490,1552,648,1512,569,2025-08-24T00:10:54.880628
detection_2_9_360,analysis_001,9,360,2,person,0.7730,1460,339,1532,500,1496,419,2025-08-24T00:10:54.947839
detection_3_9_360,analysis_001,9,360,3,person,0.8136,674,604,747,792,710,698,2025-08-24T00:10:54.949857
detection_4_9_360,analysis_001,9,360,4,person,0.7513,246,461,326,635,286,548,2025-08-24T00:10:54.950925
detection_5_9_360,analysis_001,9,360,5,person,0.6503,1137,895,1239,1080,1188,987,2025-08-24T00:10:54.951990
detection_6_9_360,analysis_001,9,360,6,person,0.6413,756,420,814,575,785,497,2025-08-24T00:10:54.953226
detection_7_9_360,analysis_001,9,360,7,person,0.6247,1792,156,1862,288,1827,222,2025-08-24T00:10:54.954084
detection_8_9_360,analysis_001,9,360,8,person,0.5018,1205,114,1252,252,1228,183,2025-08-24T00:10:54.954972
detection_9_9_360,analysis_001,9,360,9,person,0.5865,226,29,283,145,254,87,2025-08-24T00:10:54.955852
detection_11_9_360,analysis_001,9,360,11,person,0.5871,1091,53,1137,158,1114,105,2025-08-24T00:10:54.956754
detection_15_9_360,analysis_001,9,360,15,person,0.5965,1621,17,1660,127,1640,72,2025-08-24T00:10:54.957591
detection_19_9_360,analysis_001,9,360,19,person,0.5461,925,189,980,324,952,256,2025-08-24T00:10:54.958643
detection_20_9_360,analysis_001,9,360,20,person,0.5269,799,71,839,191,819,131,2025-08-24T00:10:54.959988
detection_10_9_360,analysis_001,9,360,10,person,0.5716,709,217,767,367,738,292,2025-08-24T00:10:54.961245
detection_21_9_360,analysis_001,9,360,21,person,0.6439,1393,708,1499,889,1446,798,2025-08-24T00:10:54.962139
detection_12_9_360,analysis_001,9,360,12,person,0.5919,1678,14,1735,145,1706,79,2025-08-24T00:10:54.963271
detection_25_9_360,analysis_001,9,360,25,person,0.5589,722,0,768,92,745,46,2025-08-24T00:10:54.964221
detection_26_9_360,analysis_001,9,360,26,person,0.6873,1850,652,1919,842,1884,747,2025-08-24T00:10:54.965150
detection_16_9_360,analysis_001,9,360,16,person,0.5109,92,127,144,249,118,188,2025-08-24T00:10:54.966975
detection_1_9_360,analysis_001,9,360,1,person,0.5827,1473,492,1553,656,1513,574,2025-08-24T00:10:54.967843
detection_13_9_360,analysis_001,9,360,13,person,0.5101,571,280,631,413,601,346,2025-08-24T00:10:54.968824
detection_17_9_360,analysis_001,9,360,17,person,0.5007,1171,139,1218,259,1194,199,2025-08-24T00:10:54.969873
detection_2_10_400,analysis_001,10,400,2,person,0.7792,1462,343,1533,505,1497,424,2025-08-24T00:10:55.030636
detection_3_10_400,analysis_001,10,400,3,person,0.8209,675,600,749,792,712,696,2025-08-24T00:10:55.034147
detection_4_10_400,analysis_001,10,400,4,person,0.7633,245,464,326,640,285,552,2025-08-24T00:10:55.035209
detection_5_10_400,analysis_001,10,400,5,person,0.8348,1137,889,1239,1078,1188,983,2025-08-24T00:10:55.036294
detection_6_10_400,analysis_001,10,400,6,person,0.6558,756,418,815,575,785,496,2025-08-24T00:10:55.037696
detection_7_10_400,analysis_001,10,400,7,person,0.6762,1794,155,1861,287,1827,221,2025-08-24T00:10:55.038706
detection_11_10_400,analysis_001,10,400,11,person,0.5752,1091,53,1137,158,1114,105,2025-08-24T00:10:55.039677
detection_15_10_400,analysis_001,10,400,15,person,0.5962,1621,17,1661,127,1641,72,2025-08-24T00:10:55.040687
detection_19_10_400,analysis_001,10,400,19,person,0.5821,925,189,980,324,952,256,2025-08-24T00:10:55.041851
detection_20_10_400,analysis_001,10,400,20,person,0.5632,799,71,839,191,819,131,2025-08-24T00:10:55.043013
detection_21_10_400,analysis_001,10,400,21,person,0.6487,1395,708,1496,887,1445,797,2025-08-24T00:10:55.044146
detection_12_10_400,analysis_001,10,400,12,person,0.5688,1677,13,1736,148,1706,80,2025-08-24T00:10:55.044996
detection_25_10_400,analysis_001,10,400,25,person,0.5827,723,0,767,92,745,46,2025-08-24T00:10:55.046094
detection_26_10_400,analysis_001,10,400,26,person,0.6184,1851,649,1919,839,1885,744,2025-08-24T00:10:55.047469
detection_16_10_400,analysis_001,10,400,16,person,0.5182,93,126,143,249,118,187,2025-08-24T00:10:55.048960
detection_1_10_400,analysis_001,10,400,1,person,0.5408,1474,495,1556,663,1515,579,2025-08-24T00:10:55.049989
detection_13_10_400,analysis_001,10,400,13,person,0.6406,571,280,631,418,601,349,2025-08-24T00:10:55.050950
detection_2_11_440,analysis_001,11,440,2,person,0.7805,1462,346,1534,510,1498,428,2025-08-24T00:10:55.118777
detection_3_11_440,analysis_001,11,440,3,person,0.8348,675,598,750,792,712,695,2025-08-24T00:10:55.122274
detection_4_11_440,analysis_001,11,440,4,person,0.7508,245,467,326,643,285,555,2025-08-24T00:10:55.124467
detection_5_11_440,analysis_001,11,440,5,person,0.7960,1135,884,1236,1073,1185,978,2025-08-24T00:10:55.126456
detection_6_11_440,analysis_001,11,440,6,person,0.6588,755,415,814,575,784,495,2025-08-24T00:10:55.127477
detection_7_11_440,analysis_001,11,440,7,person,0.6731,1794,156,1861,287,1827,221,2025-08-24T00:10:55.128342
detection_11_11_440,analysis_001,11,440,11,person,0.5595,1091,53,1138,157,1114,105,2025-08-24T00:10:55.129143
detection_15_11_440,analysis_001,11,440,15,person,0.5921,1621,17,1661,126,1641,71,2025-08-24T00:10:55.130310
detection_19_11_440,analysis_001,11,440,19,person,0.5896,926,191,979,324,952,257,2025-08-24T00:10:55.131329
detection_21_11_440,analysis_001,11,440,21,person,0.7358,1394,708,1493,886,1443,797,2025-08-24T00:10:55.132475
detection_12_11_440,analysis_001,11,440,12,person,0.5615,1678,14,1735,150,1706,82,2025-08-24T00:10:55.133293
detection_25_11_440,analysis_001,11,440,25,person,0.6325,722,0,769,92,745,46,2025-08-24T00:10:55.134230
detection_27_11_440,analysis_001,11,440,27,person,0.5161,1141,473,1212,612,1176,542,2025-08-24T00:10:55.135140
detection_26_11_440,analysis_001,11,440,26,person,0.6825,1848,647,1919,838,1883,742,2025-08-24T00:10:55.136132
detection_16_11_440,analysis_001,11,440,16,person,0.5649,94,128,143,249,118,188,2025-08-24T00:10:55.137037
detection_13_11_440,analysis_001,11,440,13,person,0.5761,569,287,631,423,600,355,2025-08-24T00:10:55.137847
detection_9_11_440,analysis_001,11,440,9,person,0.5115,231,25,293,143,262,84,2025-08-24T00:10:55.138683
detection_10_11_440,analysis_001,11,440,10,person,0.5378,710,216,767,363,738,289,2025-08-24T00:10:55.139510
detection_2_12_480,analysis_001,12,480,2,person,0.7407,1462,350,1535,516,1498,433,2025-08-24T00:10:55.198608
detection_3_12_480,analysis_001,12,480,3,person,0.8414,675,595,750,792,712,693,2025-08-24T00:10:55.202384
detection_4_12_480,analysis_001,12,480,4,person,0.7516,245,470,326,648,285,559,2025-08-24T00:10:55.205186
detection_5_12_480,analysis_001,12,480,5,person,0.8139,1134,880,1233,1073,1183,976,2025-08-24T00:10:55.206963
detection_6_12_480,analysis_001,12,480,6,person,0.6113,755,414,812,575,783,494,2025-08-24T00:10:55.208529
detection_7_12_480,analysis_001,12,480,7,person,0.7020,1795,157,1862,288,1828,222,2025-08-24T00:10:55.209815
detection_11_12_480,analysis_001,12,480,11,person,0.5875,1090,53,1138,156,1114,104,2025-08-24T00:10:55.210844
detection_15_12_480,analysis_001,12,480,15,person,0.6025,1621,17,1662,125,1641,71,2025-08-24T00:10:55.211922
detection_19_12_480,analysis_001,12,480,19,person,0.6792,926,191,980,324,953,257,2025-08-24T00:10:55.212847
detection_21_12_480,analysis_001,12,480,21,person,0.7491,1394,709,1488,886,1441,797,2025-08-24T00:10:55.213789
detection_12_12_480,analysis_001,12,480,12,person,0.5380,1679,16,1735,151,1707,83,2025-08-24T00:10:55.215164
detection_25_12_480,analysis_001,12,480,25,person,0.5800,722,0,768,91,745,45,2025-08-24T00:10:55.216458
detection_26_12_480,analysis_001,12,480,26,person,0.7566,1848,645,1919,837,1883,741,2025-08-24T00:10:55.219092
detection_16_12_480,analysis_001,12,480,16,person,0.5961,94,128,143,248,118,188,2025-08-24T00:10:55.220490
detection_13_12_480,analysis_001,12,480,13,person,0.5967,569,292,631,427,600,359,2025-08-24T00:10:55.221568
detection_10_12_480,analysis_001,12,480,10,person,0.5738,711,214,766,361,738,287,2025-08-24T00:10:55.222612
detection_24_12_480,analysis_001,12,480,24,person,0.6124,372,4,425,123,398,63,2025-08-24T00:10:55.223553
detection_1_12_480,analysis_001,12,480,1,person,0.5524,1475,502,1559,675,1517,588,2025-08-24T00:10:55.224701
detection_2_13_520,analysis_001,13,520,2,person,0.7682,1463,351,1538,518,1500,434,2025-08-24T00:10:55.405028
detection_3_13_520,analysis_001,13,520,3,person,0.8084,675,587,749,787,712,687,2025-08-24T00:10:55.408310
detection_4_13_520,analysis_001,13,520,4,person,0.7133,243,476,326,653,284,564,2025-08-24T00:10:55.409748
detection_5_13_520,analysis_001,13,520,5,person,0.8281,1131,871,1229,1071,1180,971,2025-08-24T00:10:55.410727
detection_6_13_520,analysis_001,13,520,6,person,0.7162,754,409,810,573,782,491,2025-08-24T00:10:55.411881
detection_7_13_520,analysis_001,13,520,7,person,0.6619,1796,158,1863,290,1829,224,2025-08-24T00:10:55.412732
detection_11_13_520,analysis_001,13,520,11,person,0.5710,1090,55,1137,160,1113,107,2025-08-24T00:10:55.413654
detection_15_13_520,analysis_001,13,520,15,person,0.5513,1621,16,1662,123,1641,69,2025-08-24T00:10:55.414449
detection_19_13_520,analysis_001,13,520,19,person,0.7120,925,191,979,327,952,259,2025-08-24T00:10:55.415250
detection_21_13_520,analysis_001,13,520,21,person,0.6973,1390,711,1479,885,1434,798,2025-08-24T00:10:55.416190
detection_12_13_520,analysis_001,13,520,12,person,0.5389,1678,17,1735,152,1706,84,2025-08-24T00:10:55.417176
detection_26_13_520,analysis_001,13,520,26,person,0.7695,1847,640,1919,835,1883,737,2025-08-24T00:10:55.418050
detection_16_13_520,analysis_001,13,520,16,person,0.5450,93,127,143,248,118,187,2025-08-24T00:10:55.419162
detection_13_13_520,analysis_001,13,520,13,person,0.5427,568,296,630,430,599,363,2025-08-24T00:10:55.420108
detection_1_13_520,analysis_001,13,520,1,person,0.6133,1478,508,1561,682,1519,595,2025-08-24T00:10:55.421279
detection_18_13_520,analysis_001,13,520,18,person,0.5144,851,60,889,191,870,125,2025-08-24T00:10:55.422209
